id,year,speechContent,evidence_minus_intuition_score,text_en
1296,1949,das Bier als Luxusgetränk betrachtet ob er es nicht vielmehr als Volksgetränk ansieht 12 Aus Ihren Zwischenrufen und Ihrem Gelächter sehe ich da wir erst recht im Recht sind wenn wir Sie um eine Sonderregelung bitten weil Sie uns kein Verständnis entgegenbringen wollen 13 Die bayerischen Arbeiter haben unter der Reichsbiersteuerverordnung gegenüber der Vorkriegszeit bzw gegenüber der Zeit vor 1914 eine dreiunddreiigfache höhere Besteuerung erfahren Sie sind gegenüber den andern Ländern benachteiligt weil 80 Prozent unserer Bierproduktion in Bayern selbst verbraucht werden Die Frage ist ja hier ganz anders zu betrachten als beispielsweise bei der Tabaksteuer als Verbrauchssteuer Tabak zum Beispiel badischer Tabak wird ja im ganzen Bundesgebiet verkauft Aber wir verbrauchen 80 Prozent unserer Bierproduktion selbst und es ist doch nicht unbillig wenn wir deshalb auch die Steuer für diese 80 Prozent des gesamten Bierkonsums selbst für uns in Anspruch nehmen Meine Damen und Herren Ich habe schon erwähnt,1.2586046,Quota Exceeded
763,1949,Meine Damen und Herren Der Herr Vorredner hat soeben gesagt die Regierung bürge dafür da die Sache nicht auf den Nimmerleinstag verschoben werde Es würde doch für das Haus interessant sein die Gedanken der Regierung zu diesem Antrag einmal zu hören 0 insbesondere die Gedanken des Herrn Ministers für die Angelegenheiten der Heimatvertriebenen und auch die Gedanken des Herrn Finanzministers darüber wie er sich denn die Erledigung dieser Zahlungen vorstellt Man kann nicht umhin nachdem die Soforthilfe lange im Laufen war und noch nichts gezahlt ist und die Leute müssen endlich zu etwas kommen zu vermuten da wenn nächstens im dritten Jahr zu Weihnachten die Sache noch nicht so weit ist sich auch dann wieder ein Grund findet sie an den Ausschu zu verweisen Daher bitte ich zunächst einmal die Regierung um Stellungnahme hierzu,-0.4329121,Quota Exceeded
1346,1949,den Fachstellen in die ordnungsmäigen statistischen Amtsstellen zu bringen 2 Wir möchten auch nicht da irgendeine Fachbehörde sei es auch eine nachgeordnete Dienststelle nur deswegen existent bleibt weil sie statistische Aufgaben zu erfüllen hat Das scheint uns ein gefährliches Beispiel für das Wesen eines überbürokratischen Verwaltungsapparates zu sein Ein weiterer Punkt der allerdings sehr ernst genommen werden mu ist die Frage der Behandlung der Importe durch die Fachstellen Meine sehr geehrten Damen und Herren ich stehe nicht an aus eigenster Praxis zu sagen hier bedarf es dringend der Reform Diese Reform der Einfuhrverfahren liegt aber nicht in den Händen der Fachstellen sondern einmal in den Händen der Besatzungsbehörde bzw deren Dienststellen und zum zweiten in den Händen des Wirtschaftsministeriums Wir müssen zu einer vernünftigen Gestaltung der Importverfahren kommen dann brauchen wir auch keine Fachstellen mehr 3 Jeder Schritt der uns hier ein ganz klein wenig weiterbringt und ein Stück von,0.6668273,Quota Exceeded
385,1949,sogar die deutsche Kriminalpolizei und die Polizei in Bewegung um Nachforschungen anzustellen wer sich an sogenannter Widerstandsleistung beteiligt hat Ist es nicht eine Schande da sich überhaupt Deutsche dafür hergeben als Spürhunde 13 oder als Schutztruppe bei der Vernichtung deutscher Arbeitsstätten eingesetzt zu werden Ich habe bereits den Herrn Kollegen Menzel darauf aufmerksam gemacht da man jetzt in Mörs Polizeibeamte zum Schutz provozierender Demontageunternehmer eingesetzt hat Wir werden uns über diese Angelegenheit noch zu unterhalten haben Auf jeden Fall hat man nicht nur die Polizei und das Militär mobilisiert sondern man hat auch die Gerichte in Front gebracht Eine Reihe von Arbeitern Angestellten und Betriebsleitern wurde bestraft In der letzten Zeit wurde sogar das Urteil welches in Dortmund gefällt wurde durch das Oberste Militärgericht bestätigt Wir haben deshalb nicht nur einen Antrag eingebracht da der Bundestag die sofortige Aufhebung der Demontagen beschlieen möge sondern wir haben auch einen Antrag eingebracht,-1.5688534,Quota Exceeded
923,1949,Meine Damen und Herren Ich hatte eigentlich die Absicht heute vor Ihnen nur über den Teil des Abkommens vom Petersberg zu sprechen auf den das ganze deutsche Volk mit fiebernder Ungeduld gewartet hat über das Ergebnis der Demontageverhandlungen Aber der Verlauf der Debatte in der letzten halben Stunde zwingt mich doch hier einiges Allgemeinpolitisches zu sagen An diesem Kampf gegen die Demontagen hat eine Unzahl von idealistischen Freunden des deutschen Volkes in der ganzen Welt teilgenommen Wer sich an diesem Kampf beteiligt hat hat sich auf den Augenblick gefreut in dem ein Enderfolg in diesem Kampf verkündet werden könnte Das was wir nun heute gehört haben bereitet uns nur eine sehr gedämpfte Freude Es bereitet uns eine gedämpfte Freude bezüglich des sachlichen Ergebnisses und darüber werde ich in meinen Ausführungen leider nur allzu viel zu sagen haben Es bereitet uns aber darüber hinaus einen ausgesprochen patriotischen Schmerz da diese bescheidenen,-1.3898263,Quota Exceeded
1053,1949,Herr Präsident ich bezweifle die Beschlufähigkeit des Hauses 0 Ich bin für den Antrag aber ich bezweifle die Beschlufähigkeit des Hauses Es sind höchstens 150 Abgeordnete da Es ist Pflicht eines Abgeordneten bei einer derartig wichtigen Debatte anwesend zu sein 1,-2.456985,Quota Exceeded
1493,1949,der nationalsozialistischen Ideologie nicht nur zu identifizieren sondern auch Äuerungen zu machen mit denen er das verbrecherische System des Nationalsozialismus nachträglich noch anerkennt und sich zu ihm bekennt 12 Meine Damen und Herren es ist doch geradezu skandalös wenn man schon von Skandal sprechen will was der Herr Abgeordnete Hedler getan hat 13 Es steht für mich auer allem Zweifel da das was über die Juden und was über die Männer gesagt worden ist die sich dem System des Herrn Hitler und seiner Spiegesellen entgegengestellt haben allen Deutschen die heute Verantwortung tragen die Schamröte ins Gesicht treibt wie es gestern eine Zeitung ausgedrückt hat 14 Ich glaube wir sind es der Zukunft unseres Volkel schuldig da wir uns von Leuten wie Herrn Hedler mit allem Nachdruck absetzen und dafür Sorge tragen da sie aus der parlamentarischen Repräsentation des deutschen Volkes verschwinden 15 und zwar ohne Rücksicht ohne Milde und ohne,-1.39324,Quota Exceeded
1160,1949,Ich schlage vor da wir zu allen noch ausstehenden Punkten der Tagesordnung vorläufig nur beraten und die Beschlufassung bis ans Ende der Tagesordnung zurückstellen 0,-1.3371296,Quota Exceeded
438,1949,geholfen werden Frau Schroeder die rein vernunftmäigen Erwägungen besagen da Berlin nicht nur in der Mitte Deutschlands wie in der Deutschen Zeitung der früheren Wirtschaftszeitung vom 16 Juli dieses Jahres zum Ausdruck gebracht worden ist seine Bedeutung hat sondern im Güteraustausch zwischen Ost und West liegt die wirtschaftliche Zukunft Berlins beschlossen und ein gut Teil der Zukunft ganz Deutschlands das somit auch mit seiner alten Hauptstadt verbunden bleibt Daraus dürfte sich glaube ich logischerweise eine zwingende Schlufolgeriung ergeben Ails der natürlichen wirtschaftlichen Verbundenheit Berlins mit dem Osten und der Ostzone ich glaube Ihre eigenen Zahlen des Wirtschaftamts dürften wohl nicht trügen wenn festgestellt wird da die Absatzstatistik von den rund 850 000 Westberliner Arbeitnehmern für ostexportfähige Industrie und Handwerksbetriebe allein 315 000 Beschäftigte einsetzen lät ergibt sich bereits evident da eine Gesundung Berlins nur durch die Erschlieung des Handels Verkehrs und Absatzes nach dem Osten und der Ostzone möglich ist,-1.4027488,Quota Exceeded
1301,1949,Das soll ein Lob für die beiden beteiligten Parteien sein denn ich glaube aus den Emblemen eines Wappens kann man immer nur löbliche Eigenschaften herleiten 0 1 Der Herr Kollege Besold der hier zuerst gesprochen hat hat an das Haus die Mahnung gerichtet sine ira et studio ohne Eifer und Zorn die Dinge zu behandeln Der Herr Kollege Dr Baumgartner hat das auch auf das Lachen ausgedehnt und zwar ganz mit Recht Es ist in der Tat keine lächerliche Anlegenheit Wenn Sie mich fragen wodurch das Lachen an dem ich mich auch beteiligt habe Herr Kollege Dr Baumgartner zustande gekommen ist dann glaube ich kommt es daher da Sie die beiden Worte Durst und Bedürfnis in ungeheuer nahe ja auch tatsächlich vorhandene Beziehung zueinander gebracht haben 2 Zu den rechtlichen Fragen kann ich mich sehr kurz fassen Es scheint mir eine übertriebene Analogie vom Zivil oder Strafrecht auf das Staatsrecht,-1.5495847,Quota Exceeded
742,1949,Militärverwaltung geschaffenen Archiv in Potsdam gesammelt wird an dessen Spitze der jetzt vielgenannte General Korfes steht der dem Komitee Freies Deutschland angehört hat Ein anderer Teil aber fluktuiert Es ist mir selbst einmal zufällig in Darmstadt von einer Papiermühle ein Band übermittelt worden der aus dem Hohenzollernschen Hausarchiv stammte die Leute wuten da ich mich dafür interessiere Das Bundesarchiv müte solche Sachen aufspüren und es müte dabei eine gewisse Möglichkeit haben auch den Leuten die eine Entschädigung für die Aufbewahrung fordern wenigstens diese zu geben ohne unbedingt die Rechtmäigkeit des Besitzes in allem zu prüfen denn sonst kommt es dazu da solche Akten verbrannt werden und es ist ja schon sehr viel Material verlorengegangen Das Bundesarchiv müte auch die Akten der Reichsbehörden soweit sie noch vorhanden sind die Akten des Wirtschaftsrats des Zweizonenrats und auch des süddeutschen Länderrates sammeln Es wäre auch notwendig da die Sachen die aus dem Ausland,-1.7017803,Quota Exceeded
1338,1949,Es handelt sich hier um die Beratung eines Steuergesetzes Für die Beratung eines derartigen Steuergesetzes kann natürlich nur der Ausschu für Finanzen und Steuern zuständig sein Beide Ausschüsse mit der Beratung zu beauftragen würde eine Verzögerung bedeuten Wir können zu einer Verabschiedung am Freitag nur kommen wenn wir noch heute im Ausschu für Steuern und Finanzen in die Beratung des Gesetzentwurfs eintreten Ich beantrage also den Gesetzentwurf dem Ausschu für Finanz und Steuerfragen zu überweisen und zwar diesem Ausschu allein Wenn landwirtschaftliche Sachverständige das Bedürfnis haben an diesen Beratungen teilzunehmen so wird es innerhalb der Fraktionen möglich sein die Mitglieder des Finanz und Steuerausschusses auszuwechseln 0,-1.4740926,Quota Exceeded
302,1949,Zur Abstimmung Ich glaube wenn Sie den Antrag halb verlesen müssen Sie ihn auch ganz verlesen weil sonst kein Mensch erkennen kann da dieser Antrag in seinem Absatz 1 im Gegensatz zu dem von der CDUCSU gestellten Antrag steht,-2.1026342,Quota Exceeded
181,1949,die Atmosphäre einer Verständigung und Versöhnung der Völker schaffen zu helfen Der junge deutsche Mensch wird dann auch zu einer echten Liebe zu Deutschland kommen wenn er seine vaterländische Aufgabe mit darin sieht nicht wie ich es im letzten Wahlkampf besonders im Norden Deutschlands erlebt habe Preuenmärsche und nationalistische Wahlpropaganda als Ausdruck des Deutschtums zu empfinden seinem Volke zu dienen und zu helfen und im Sinne des Ausgleichs und der Verständigung durch staatsbildende und staatserhaltende und dem Aufbau dienende Elemente die Heimat Deutschland und Europa neu zu gestalten in Frieden und Wohlfahrt Findet die Jugend diesen Weg in die politische Verantwortung wird sie Mitträger der Demokratie ringt sie mit um jene Erkenntnis und um diese politischen Ziele die Deutschland gestalten und erneuern müssen dann ist unser Bundesstaat auf gutem Grund gebaut In diesem Sinne gilt mein Anliegen an die Regierung insbesondere zur Jugend das wärmste Vertrauen zu haben und der Jugend in ihrer Bedeutung und ihrem Wollen zu helfen sie zu fördern und zu stützen 1,-1.5570886,Quota Exceeded
71,1949,auch unter den Folgen eines verlorenen Krieges zu leiden 8 Man kann schon beinahe sagen eines verlorenen Krieges Aber wir wollen uns der Tatsache wirklich nicht verschlieen da die Wirtschaftspolitik Englands ein gerüttelt Ma von Schuld an den heutigen schwierigen wirtschaftlichen Zuständen trägt 9 Deswegen sind wir ja auch nicht gewillt gleiche Experimente in Deutschland mit gleichem Enderfolg durchzuführen 10 Es ist im übrigen auch darauf möchte ich eingehen in Zusammenhang mit der Frage der Sparsamkeit und der Notwendigkeit soziale Aufgaben zu bewältigen auch die Frage angeschnitten worden ob das Kabinett nicht zu stark besetzt sei In diesem Zusammenhang fiel auch die Bemerkung 11 da man sogar unter Umständen aus denjenigen die nicht Minister geworden seien eine Fraktion zusammenstellen könne Ich wei nicht ob Herr Dr Schumacher dabei an seine Fraktionskollegen gedacht hat 12 die am 14 August bestimmt noch die Absicht hatten hier oben zu sitzen 13 Zur Notwendigkeit,-1.9612892,Quota Exceeded
183,1949,wird doch nicht blo ein Lachen sondern etwas mehr übrigbleiben Ich kann Ihnen nur eines sagen dieser Gedanke das geht gerade die Herren von der CDU und CSU an ist grundsätzlich seinerzeit von Papst Leo III in seinen beiden groen Enzykliken Quadragesimo anno und Novarum rerum 13 ausdrücklich behandelt worden Glauben Sie nicht da ich diese Gedanken dort geholt habe aber ich möchte ausdrücklich sagen da sie dort auch wurzeln Ich darf dann weiter darauf aufmerksam machen da es auch noch andere Dinge gibt 14 Herr Präsident würden Sie mir gestatten meine Gedanken noch zu Ende zu führen weil ich jetzt mehr in die Praxis hineinkomme 15 Ich mu leider manches übergehen ich hätte gern etwas mehr Zeit gehabt Nun komme ich zu dem was die Regierung im einzelnen angeht Da möchte ich vor allem einmal als Finanzpolitiker ein paar Worte sagen Vielleicht ist der Herr Finanzminister da 16 Es,-1.3903308,Quota Exceeded
430,1949,Über den Zusatzantrag Berlin als zukünftige Hauptstadt in Aussicht zu nehmen,-7.417777,Quota Exceeded
1428,1949,Herr Präsident Meine Herren Minister 0 Meine Damen und Herren Ich stelle mit Verwunderung fest da es niemand von der Landesregierung 1 der Bundesregierung für notwendig hält anwesend zu sein wenn diese Frage erörtert wird die für Millionen Menschen in unserer Heimat eine Existenzfrage ist 2,3.8197467,Quota Exceeded
20609,1952,eine unerhörte Benachteiligung bedeuten wenn Kiel mit seinen 8 von insgesamt überhaupt nur 11 Heizölschiffen nicht auch eine verstärkte Unterstützung erführe zumal sich der Seefischmarkt in Kiel noch im Aufbau befindet In diesem Zusammenhang gestatten Sie mir auf den Antrag Drucksache Nr 1730 betreffend Mittel für die See und Küstenfischerei zurückzukommen Auch darüber mu ein Wort gesagt werden Ich wei um die Verhandlungen in den zuständigen Ausschüssen Ich wei auch um die Verhandlungen die innerhalb der Bundesregierung zwischen dem Herrn Ernährungsminister und dem Herrn Finanzminister bisher stattgefunden haben Sie haben aus bestimmten Gründen noch nicht zu dem gewünschten Erfolg geführt Ich möchte aber hoffen da die Verhandlungen nicht abgebrochen sind sondern da wir demnächst vielleicht noch einmal mit dem Herrn Finanzminister über die Bedeutung dieses Antrags verhandeln denn es ist auer allem Zweifel und da beziehe ich mich auf die Ausführungen meines Kollegen Glüsing da in dem gleichen Mae wie,-1.155555,Quota Exceeded
47219,1956,Herr Präsident Meine Damen und Herren Wenn Sie sich am Wochenende einmal die groen Tageszeitungen anschauen und den Stellenanzeigenteil etwas näher prüfen dann werden Ihnen eine ganze Reihe sehr groer Anzeigen auffallen in denen Kräfte gesucht werden und die von Beratungsinstituten oder von Einzelpersönlichkeiten unterzeichnet sind die als Sozialberater oder als Industrieberater gekennzeichnet sind Mit diesen Anzeigen die sich mit einem ganz bestimmten Kreis von hockqualifizierten stellungsuchenden Angestellten befassen hat es folgende Bewandtnis Unternehmungen die Spitzenkräfte suchen können nicht in allen Fällen offen inserieren sei es aus Gründen der Konkurrenz sei es aus intern bedingten Gründen Sie können sich aber auch nicht den örtlichen Arbeitsämtern zuwenden und diese oder etwa die zentrale Ausgleichsstelle in Frankfurt am Main um eine Vermittlung ersuchen und zwar deswegen nicht weil dort die Behandlung Siehe Anlage 9 Siehe Anlage 10 0 nach einem Behördengrundsatz schematisch erfolgen mu Ich bitte das richtig zu verstehen Ich will,0.8248878,Quota Exceeded
30319,1954,Es gibt dort sehr viele gute auch sehr viele hoffnungsvolle Anwärter Aber in manchen Fällen hat man doch soweit man sich solche Eindrücke in kurzer Zeit bilden kann einige Beklemmungen Ich halte es im übrigen nicht für eine gute Idee so groes Gewicht darauf zu legen wie das wenigstens eine Zeitlang geschehen ist gerade Philologen als Anwärter für den Auswärtigen Dienst zu suchen Ich sehe darin die richtige Einsicht da spezialisierte Juristen wie die Erfahrung immer wieder gezeigt hat nicht sehr gute Diplomaten sind Aber ich darf doch da von Bismarck die Rede gewesen ist an eine Anekdote erinnern an den Besuch einer Dame bei Bismarck die ihm ihren Sohn als Anwärter für den Auswärtigen Dienst empfehlen wollte mit der Anpreisung er spreche mehrere Sprachen perfekt Daraufhin sagte ihr der alte Herr das täten Friseure auch Darauf kommt es in der Tat nicht an so sehr das zu einer gewissen,-0.14573792,Quota Exceeded
2307,1950,Churchill Anfang der dreiiger Jahre ein einfluloser Abgeordneter nicht mehr Mitglied der Regierung erzählt mit einem gewissen Stolzgleichwohl habe ihm der Speaker einige Male das Wort erteilt Ja meine Damen und Herren das bedeutet und das ist ja auch der englische Brauch da der Abgeordnete des Unter hausec nicht das Recht hat das Wort zu ergreifen wie er will sondern da es voll und ganz von dem Ermessen des Sneakers abhängt ob er ihm das Wort erteilen will oder nicht 6 Sie ersehen daraus da das englische Parlament solche Eingriffe für durchaus vereinbar hält mit den verfassungsrechtlich gewährleisteten Rechten der Abgeordneten Nun meine Damen und Herren mögen solche Fesseln die die Geschäftsordnung dem einzelnen auferlegt natürlich von der Opposition stärker empfunden werden denn dort besteht natürlich die Neigung sich auf der Fettweide der Opposition etwas freier zu tummeln 7 während die Mitglieder einer Regierungskoalition immer von dem Finanzminister in ein,0.3719623,Quota Exceeded
